Quarter,AdSet,Ad,Vendor,Impressions,CTR,UPV,BR,Av_TOP,Cost,Start_Date,End_Date
FY19Q3,FA20_UG_TL_IG_VID,TL_IG_VID,IG_VID,109045,0.0017,80,0.9737, 00:00:35.0,483.92,Mar-19,Nov-19
FY19Q3,FA20_UNI_ALL_BDN_VID,ALL_BDN_VID,BDN_VID,4121,0.0772,202,0.9495, 00:01:40.0,164.84,Mar-19,Jun-19
FY19Q3,FA20_UNI_ALL_DBM_VID,ALL_DBM_VID,DBM_VID,25976,0.0049,68,0.8615, 00:04:10.0,656.91,Mar-19,Jul-19
FY19Q3,FA20_UNI_ALL_YT_VID,ALL_YT_VID,YT_VID,367,0,5,0.75, 00:00:20.0,7.42,Mar-19,Jul-19
FY19Q3,SP19_CLR_ALL_FB_DISP,ALL_FB_DISP,FB_DISP,518581,0.0025,331,0.9545, 00:00:25.0,1429.89,Dec-18,May-19
FY19Q3,SP19_GR_WA_FB_DISP,WA_FB_DISP,FB_DISP,237588,0.0036,426,0.8949, 00:01:20.0,792.84,Sep-18,Mar-19
FY19Q3,SP19_ST_WA_FB_DISP,WA_FB_DISP,FB_DISP,208402,0.0022,315,0.941, 00:00:30.0,634.58,Nov-18,Jul-19
FY19Q3,SU19_IC_ALL_FB_DISP,ALL_FB_DISP,FB_DISP,124990,0.0043,533,0.7867, 00:00:55.0,329.04,Feb-19,Jun-20
FY19Q3,SU19_IC_ALL_IG_DISP,ALL_IG_DISP,IG_DISP,32227,0.006,134,0.9692, 00:00:20.0,339.76,Feb-19,Feb-20
FY19Q4,FA19_DC_WA_FB_DISP,WA_FB_DISP,FB_DISP,30511,0.0097,68,0.9365, 00:02:50.0,231.37,Aug-18,Aug-19
FY19Q4,FA19_DC_WA_FB_VID,WA_FB_VID,FB_VID,83086,0.0122,185,0.9382, 00:00:40.0,683.74,Sep-18,Jul-19
FY19Q4,FA19_DC_WA_IG_DISP,WA_IG_DISP,IG_DISP,16741,0.0062,52,0.9615, 00:11:25.0,147.02,Aug-18,Jul-19
FY19Q4,FA19_DC_WA_IG_VID,WA_IG_VID,IG_VID,8373,0.0135,40,0.975, 00:00:05.0,145.28,Sep-18,Jul-19
FY19Q4,FA19_DC_WA_VMEA_DISP,WA_VMEA_DISP,VMEA_DISP,391253,0.0038,815,0.9502, 00:04:45.0,0,May-19,Jan-20
FY19Q4,FA19_GR_CU_FB_DISP,CU_FB_DISP,FB_DISP,330784,0.0011,177,0.9532, 00:03:05.0,540.77,Aug-18,May-19
FY19Q4,FA19_GR_CU_FB_VID,CU_FB_VID,FB_VID,96775,0.0039,105,0.9143, 00:00:25.0,481.91,Sep-18,Jul-19
FY19Q4,FA19_GR_CU_IG_DISP,CU_IG_DISP,IG_DISP,68727,0.0017,15,1,NA,506.26,Aug-18,Apr-19
FY19Q4,FA19_GR_CU_IG_VID,CU_IG_VID,IG_VID,22649,0.002,7,1,NA,181.65,Sep-18,Apr-19
FY19Q4,FA19_GR_WA_FB_DISP,WA_FB_DISP,FB_DISP,73228,0.0072,348,0.8731, 00:02:55.0,461.52,Aug-18,Dec-19
FY19Q4,FA19_GR_WA_FB_VID,WA_FB_VID,FB_VID,46403,0.0151,402,0.8906, 00:01:35.0,563.83,Sep-18,Jun-20
FY19Q4,FA19_GR_WA_IG_DISP,WA_IG_DISP,IG_DISP,56483,0.0052,141,0.9716, 00:06:00.0,520.81,Aug-18,Apr-19
FY19Q4,FA19_GR_WA_IG_VID,WA_IG_VID,IG_VID,21479,0.0094,71,0.9155, 00:00:30.0,337.33,Sep-18,Apr-19
FY19Q4,FA19_UG_HS_IG_VID,HS_IG_VID,IG_VID,99309,0.0012,18,1,NA,432.85,Aug-18,Jun-19
FY19Q4,FA19_UNI_ALL_BDN_DISP,ALL_BDN_DISP,BDN_DISP,74014,0.0019,107,0.9515, 00:01:55.0,740.14,Aug-18,Oct-19
FY19Q4,FA19_UNI_ALL_DBM_DISP,ALL_DBM_DISP,DBM_DISP,1536023,0.0006,1032,0.8632, 00:02:35.0,10102.66,Aug-18,Jun-20
FY19Q4,FA19_UNI_ALL_PPH_DISP,ALL_PPH_DISP,PPH_DISP,62502,0.0027,105,0.9216, 00:03:50.0,625.02,Aug-18,Jul-19
FY19Q4,FA19_UNI_ALL_SJ_DISP,ALL_SJ_DISP,SJ_DISP,91418,0.0023,139,0.9237, 00:02:05.0,777.07,Aug-18,Ongoing
FY19Q4,FA19_UNI_ALL_YT_VID,ALL_YT_VID,YT_VID,117571,0.0011,104,0.898, 00:02:15.0,2053.2,Aug-18,Jul-19
FY19Q4,FA19_UNI_CU_YT_VID,CU_YT_VID,YT_VID,83,0,4,1,NA,1.51,Aug-18,Jul-19
FY19Q4,FA19_UNI_HS_YT_VID,HS_YT_VID,YT_VID,147,0,3,1,NA,3.06,Aug-18,Jul-19
FY19Q4,FA19_UNI_WA_YT_VID,WA_YT_VID,YT_VID,15,0,3,1,NA,0.68,Aug-18,Jun-19
