"Quarter","AdSet","Ad","Vendor","Impressions","CTR","UPV","BR","Av_TOP","Cost","Start_Date","End_Date"
"FY19Q3","FA19_DC_WA_IG_VID","WA_IG_VID","IG_VID","35,394","0.84%","73","95.89%", 00:00:05.0,"$ 391.75","09-2018","07-2019"
"FY19Q3","FA19_DC_WA_PIN_DISP","WA_PIN_DISP","PIN_DISP","172,332","0.32%","267","94.02%", 00:00:55.0,"$ 822.64","09-2018","12-2019"
"FY19Q3","FA19_GR_CU_FB_DISP","CU_FB_DISP","FB_DISP","555,761","0.12%","273","96.14%", 00:02:35.0,"$ 896.81","08-2018","05-2019"
"FY19Q3","FA19_GR_CU_FB_VID","CU_FB_VID","FB_VID","165,530","0.35%","111","95.45%", 00:00:10.0,"$ 830.47","09-2018","07-2019"
"FY19Q3","FA19_GR_CU_IG_DISP","CU_IG_DISP","IG_DISP","83,186","0.25%","35","100%",NA,"$ 674.14","08-2018","04-2019"
"FY19Q3","FA19_GR_CU_IG_VID","CU_IG_VID","IG_VID","49,351","0.22%","24","90.48%", 00:01:05.0,"$ 387.95","09-2018","04-2019"
"FY19Q3","FA19_GR_WA_FB_DISP","WA_FB_DISP","FB_DISP","133,209","0.98%","842","90.66%", 00:01:50.0,"$ 985.46","08-2018","12-2019"
"FY19Q3","FA19_GR_WA_FB_VID","WA_FB_VID","FB_VID","68,366","1.71%","595","85.93%", 00:02:40.0,"$ 739.19","09-2018","06-2020"
"FY19Q3","FA19_GR_WA_IG_DISP","WA_IG_DISP","IG_DISP","52,713","0.52%","108","97.09%", 00:00:45.0,"$ 543.43","08-2018","04-2019"
"FY19Q3","FA19_GR_WA_IG_VID","WA_IG_VID","IG_VID","42,360","0.96%","90","96.51%", 00:00:15.0,"$ 598.42","09-2018","04-2019"
"FY19Q3","FA19_IC_WA_FB_DISP","WA_FB_DISP","FB_DISP","120,652","0.98%","289","89.47%", 00:01:00.0,"$ 759.84","11-2018","04-2019"
"FY19Q3","FA19_IC_WA_IG_DISP","WA_IG_DISP","IG_DISP","33,346","0.55%","54","100%",NA,"$ 292.01","11-2018","01-2019"
"FY19Q3","FA19_TR_CU_FB_DISP","CU_FB_DISP","FB_DISP","4,964","1.05%","5","80%", 00:19:35.0,"$ 34.68","08-2018","08-2019"
"FY19Q3","FA19_TR_CU_FB_VID","CU_FB_VID","FB_VID","2,090","0.53%","2","0%", 00:02:25.0,"$ 6.81","08-2018","07-2019"
"FY19Q3","FA19_TR_CU_IG_DISP","CU_IG_DISP","IG_DISP","1,551","0.19%","0","NaN%",NA,"$ 3.46","08-2018","07-2019"
"FY19Q3","FA19_TR_CU_IG_VID","CU_IG_VID","IG_VID","6,146","0.28%","3","100%",NA,"$ 25.89","08-2018","07-2019"
